rank,name,position,team,salary,season
318,Dee Brown,G,Orlando Magic,548000,2001
319,Matt Maloney,G,Atlanta Hawks,548000,2001
320,Antonio Harvey,F,Portland Trail Blazers,548000,2001
321,Jeff McInnis,PG,Los Angeles Clippers,523000,2001
322,Tyus Edney,G,Indiana Pacers,523000,2001
323,Troy Hudson,PG,Orlando Magic,523000,2001
324,Moochie Norris,PG,Houston Rockets,523000,2001
325,Ryan Bowen,SF,Denver Nuggets,508000,2001
326,Laron Profit,SG,Washington Wizards,508000,2001
327,Rick Brunson,PG,New York Knicks,507000,2001
328,Bruno Sundov,C,Indiana Pacers,498000,2001
329,Kornel David,F,Toronto Raptors,498000,2001
330,Mark Pope,C,Milwaukee Bucks,498000,2001
331,Adrian Griffin,SG,Boston Celtics,498000,2001
332,Mark Bryant,F,Dallas Mavericks,458000,2001
333,Calvin Booth,C,Washington Wizards,423000,2001
334,Todd MacCulloch,C,Philadelphia 76ers,423000,2001
335,Mark Blount,C,Boston Celtics,423000,2001
336,Rafer Alston,PG,Milwaukee Bucks,423000,2001
337,Evan Eschmeyer,C,New Jersey Nets,423000,2001
338,Chris Herren,G,Boston Celtics,423000,2001
339,Elliot Perry,G,Phoenix Suns,390000,2001
340,Kevin Ollie,PG,Philadelphia 76ers,363000,2001
341,Milt Palacio,PG,Boston Celtics,326000,2001
342,Eduardo Najera,PF,Dallas Mavericks,316000,2001
343,Mike Smith,F,Washington Wizards,316000,2001
344,Michael Redd,SG,Milwaukee Bucks,316000,2001
345,Zendon Hamilton,C,Los Angeles Clippers,316000,2001
346,Jason Hart,PG,Milwaukee Bucks,316000,2001
347,Daniel Santiago,C,Phoenix Suns,316000,2001
348,Dan Langhi,PF,Houston Rockets,316000,2001
349,Eddie House,SG,Miami Heat,316000,2001
350,Soumaila Samake,C,New Jersey Nets,316000,2001
351,Jake Voskuhl,C,Chicago Bulls,316000,2001
352,Stephen Jackson,SF,New Jersey Nets,316000,2001
353,Chris Porter,F,Golden State Warriors,316000,2001
354,Paul McPherson,G,Phoenix Suns,316000,2001
355,A.J. Guyton,G,Chicago Bulls,316000,2001
356,Brian Cardinal,PF,Detroit Pistons,316000,2001
357,Marc Jackson,PF,Golden State Warriors,316000,2001
358,Ruben Wolkowyski,F,Seattle SuperSonics,316000,2001
359,Olumide Oyedeji,C,Seattle SuperSonics,316000,2001
360,Hanno Mottola,C,Atlanta Hawks,316000,2001
361,Rodney Buford,SF,Philadelphia 76ers,288000,2001
362,Anthony Goldwire,PG,Denver Nuggets,243000,2001
363,Chucky Brown,F,Golden State Warriors,241000,2001
364,Vernon Maxwell,G,Philadelphia 76ers,161000,2001
365,Doug Overton,PG,New Jersey Nets,90000,2001
366,Sean Colson,G,Houston Rockets,83000,2001
367,David Vanterpool,G,Washington Wizards,80000,2001
368,Steve Goodrich,F,Chicago Bulls,37000,2001
369,Eddie Gill,PG,New Jersey Nets,34000,2001
370,Chris Garner,G,Golden State Warriors,32000,2001
371,Scott Burrell,G,Charlotte Hornets,29000,2001
372,Dan McClintock,C,Denver Nuggets,26000,2001
373,Raja Bell,SG,Philadelphia 76ers,24000,2001
374,Jamel Thomas,F,New Jersey Nets,24000,2001
1,Kevin Garnett,PF,Minnesota Timberwolves,22400000,2002
2,Shaquille O'Neal,C,Los Angeles Lakers,21428000,2002
3,Alonzo Mourning,C,Miami Heat,18756000,2002
4,Juwan Howard,PF,Denver Nuggets,18750000,2002
5,Scottie Pippen,SF,Portland Trail Blazers,18083000,2002
6,Karl Malone,PF,Utah Jazz,17500000,2002
7,Rasheed Wallace,PF,Portland Trail Blazers,14400000,2002
8,Dikembe Mutombo,C,Philadelphia 76ers,14315000,2002
9,Gary Payton,PG,Seattle SuperSonics,12926000,2002
10,Shawn Kemp,C,Portland Trail Blazers,12770000,2002
11,Chris Webber,C,Sacramento Kings,12750000,2002
12,Damon Stoudamire,PG,Portland Trail Blazers,12375000,2002
13,Reggie Miller,SG,Indiana Pacers,12045000,2002
14,Antonio McDyess,PF,Denver Nuggets,11700000,2002
15,Antoine Walker,PF,Boston Celtics,11250000,2002
16,Shareef Abdur-Rahim,PF,Atlanta Hawks,11250000,2002
17,Allen Iverson,SG,Philadelphia 76ers,11250000,2002
18,Latrell Sprewell,SG,New York Knicks,11250000,2002
19,Vin Baker,PF,Seattle SuperSonics,11250000,2002
20,Zydrunas Ilgauskas,C,Cleveland Cavaliers,11250000,2002
21,Anfernee Hardaway,SF,Phoenix Suns,11250000,2002
22,Ray Allen,SG,Milwaukee Bucks,11250000,2002
23,Kobe Bryant,SF,Los Angeles Lakers,11250000,2002
24,Stephon Marbury,PG,Phoenix Suns,11250000,2002
25,Antonio Davis,PF,Toronto Raptors,11000000,2002
26,Tracy McGrady,SG,Orlando Magic,10865000,2002
27,Tim Duncan,C,San Antonio Spurs,10865000,2002
28,Jalen Rose,SG,Indiana Pacers,10865000,2002
29,Keith Van Horn,PF,New Jersey Nets,10865000,2002
30,Grant Hill,SF,Orlando Magic,10865000,2002
31,Michael Finley,SG,Dallas Mavericks,10625000,2002
32,Vlade Divac,C,Sacramento Kings,10444000,2002
33,Tom Gugliotta,PF,Phoenix Suns,10113000,2002
34,Eddie Jones,SG,Miami Heat,10080000,2002
35,Brian Grant,PF,Miami Heat,10009000,2002
36,Allan Houston,SG,New York Knicks,10000000,2002
37,Tim Thomas,PF,Milwaukee Bucks,9675000,2002
38,David Robinson,C,San Antonio Spurs,9500000,2002
39,Terrell Brandon,PG,Minnesota Timberwolves,9250000,2002
40,Nick Van Exel,PG,Denver Nuggets,9093000,2002
41,Steve Smith,SG,San Antonio Spurs,9000000,2002
42,Glenn Robinson,SF,Milwaukee Bucks,8990000,2002
43,Glen Rice,SF,Houston Rockets,8800000,2002
44,Derrick Coleman,PF,Philadelphia 76ers,8710000,2002
45,Theo Ratliff,C,Atlanta Hawks,8593000,2002
46,Jason Kidd,PG,New Jersey Nets,8440000,2002
47,Kenny Anderson,PG,Boston Celtics,8350000,2002
48,Matt Geiger,C,Philadelphia 76ers,8142000,2002
49,Toni Kukoc,SF,Atlanta Hawks,8050000,2002
50,John Stockton,G,Utah Jazz,8000000,2002
51,Elden Campbell,C,Charlotte Hornets,7975000,2002
52,Clifford Robinson,PF,Detroit Pistons,7656000,2002
53,Kerry Kittles,SG,New Jersey Nets,7167000,2002
54,Dale Davis,PF,Portland Trail Blazers,7010000,2002
55,Jamal Mashburn,SF,Charlotte Hornets,6975000,2002
56,Greg Ostertag,C,Utah Jazz,6933000,2002
57,Tyrone Hill,PF,Cleveland Cavaliers,6600000,2002
58,Bo Outlaw,PF,Phoenix Suns,6555000,2002
59,Charles Oakley,PF,Chicago Bulls,6545000,2002
60,Donyell Marshall,PF,Utah Jazz,6510000,2002
61,Alan Henderson,PF,Atlanta Hawks,6500000,2002
62,Derek Anderson,SG,Portland Trail Blazers,6495000,2002
63,P.J. Brown,PF,Charlotte Hornets,6404000,2002
64,Jermaine O'Neal,C,Indiana Pacers,6325000,2002
65,Austin Croshere,PF,Indiana Pacers,6310000,2002
66,Wesley Person,SF,Cleveland Cavaliers,6300000,2002
67,Marcus Camby,C,New York Knicks,6250000,2002
68,Erick Dampier,C,Golden State Warriors,6235000,2002
69,Ron Mercer,SG,Indiana Pacers,6066000,2002
70,Kelvin Cato,C,Houston Rockets,6048000,2002
71,Derrick McKey,F,Philadelphia 76ers,6000000,2002
72,Steve Nash,PG,Dallas Mavericks,5750000,2002
73,Isaac Austin,C,Memphis Grizzlies,5695000,2002
74,Jerry Stackhouse,SF,Detroit Pistons,5500000,2002
75,Shandon Anderson,SF,New York Knicks,5500000,2002
76,Lorenzen Wright,PF,Memphis Grizzlies,5500000,2002
77,Nick Anderson,F,Memphis Grizzlies,5401000,2002
78,Mookie Blaylock,G,Golden State Warriors,5400000,2002
79,Chris Mills,SF,Golden State Warriors,5400000,2002
80,Alvin Williams,PG,Toronto Raptors,5350000,2002
81,Robert Horry,PF,Los Angeles Lakers,5300000,2002
82,Eddie Robinson,SF,Chicago Bulls,5205000,2002
83,Chris Childs,G,Toronto Raptors,5200000,2002
84,Bryon Russell,SF,Utah Jazz,5142000,2002
85,Charlie Ward,PG,New York Knicks,5110000,2002
86,Tariq Abdul-Wahad,SF,Denver Nuggets,5062000,2002
87,Hakeem Olajuwon,C,Toronto Raptors,5061000,2002
88,Jerome Williams,PF,Toronto Raptors,5000000,2002
89,Doug Christie,SG,Sacramento Kings,5000000,2002
90,Walt Williams,F,Houston Rockets,5000000,2002
91,Peja Stojakovic,SF,Sacramento Kings,5000000,2002
92,Bob Sura,PG,Golden State Warriors,4913000,2002
93,Jason Caffey,F,Milwaukee Bucks,4812000,2002
94,Howard Eisley,PG,New York Knicks,4781000,2002
95,Vitaly Potapenko,C,Boston Celtics,4762000,2002
96,Brent Barry,SG,Seattle SuperSonics,4680000,2002
97,Michael Olowokandi,C,LA Clippers,4662000,2002
98,Scott Williams,C,Denver Nuggets,4650000,2002
99,Calvin Booth,C,Seattle SuperSonics,4539000,2002
100,Anthony Mason,F,Milwaukee Bucks,4538000,2002
101,Joe Smith,PF,Minnesota Timberwolves,4538000,2002
102,Ruben Patterson,PF,Portland Trail Blazers,4538000,2002
103,Clarence Weatherspoon,PF,New York Knicks,4538000,2002
104,Avery Johnson,PG,Denver Nuggets,4538000,2002
105,Brevin Knight,PG,Memphis Grizzlies,4500000,2002
106,Nazr Mohammed,C,Atlanta Hawks,4500000,2002
107,Ben Wallace,PF,Detroit Pistons,4500000,2002
108,Eric Williams,PF,Boston Celtics,4448000,2002
109,Danny Fortson,C,Golden State Warriors,4441000,2002
110,Christian Laettner,PF,Washington Wizards,4421000,2002
111,Jahidi White,C,Washington Wizards,4413000,2002
112,Kurt Thomas,PF,New York Knicks,4413000,2002
113,Rashard Lewis,PF,Seattle SuperSonics,4413000,2002
114,Cuttino Mobley,SG,Houston Rockets,4412000,2002
115,Brad Miller,C,Indiana Pacers,4400000,2002
116,Adonal Foyle,C,Golden State Warriors,4400000,2002
117,Scot Pollard,C,Sacramento Kings,4344000,2002
118,Voshon Lenard,SG,Denver Nuggets,4252000,2002
119,Mike Bibby,PG,Sacramento Kings,4174000,2002
120,Shawn Bradley,C,Dallas Mavericks,4155000,2002
121,Darrel Armstrong,PG,Orlando Magic,4130000,2002
122,Corliss Williamson,PF,Detroit Pistons,4000000,2002
123,Aaron McKie,SG,Philadelphia 76ers,4000000,2002
124,Sam Cassell,PG,Milwaukee Bucks,4000000,2002
125,Greg Anthony,G,Milwaukee Bucks,3940000,2002
126,Elton Brand,PF,LA Clippers,3882000,2002
127,Mark Jackson,PG,New York Knicks,3860000,2002
128,Michael Stewart,PF,Toronto Raptors,3840000,2002
129,Kenyon Martin,PF,New Jersey Nets,3801000,2002
130,Rick Fox,SF,Los Angeles Lakers,3791000,2002
131,Raef LaFrentz,C,Denver Nuggets,3755000,2002
132,Lamond Murray,SF,Cleveland Cavaliers,3750000,2002
133,Eric Snow,PG,Philadelphia 76ers,3750000,2002
134,Kwame Brown,C,Washington Wizards,3697000,2002
135,Brent Price,G,Sacramento Kings,3680000,2002
136,Ervin Johnson,C,Milwaukee Bucks,3670000,2002
137,Jud Buechler,G,Phoenix Suns,3666000,2002
138,Tony Battie,C,Boston Celtics,3600000,2002
139,Travis Knight,C,New York Knicks,3600000,2002
140,Moochie Norris,PG,Houston Rockets,3600000,2002
141,Zeljko Rebraca,C,Detroit Pistons,3500000,2002
142,Steve Francis,PG,Houston Rockets,3473000,2002
143,Stromile Swift,PF,Memphis Grizzlies,3401000,2002
144,Tracy Murray,SF,Toronto Raptors,3400000,2002
145,Antawn Jamison,PF,Golden State Warriors,3388000,2002
146,Tim Hardaway,G,Denver Nuggets,3360000,2002
147,Chucky Atkins,PG,Detroit Pistons,3300000,2002
148,Tyrone Nesby,F,Washington Wizards,3260000,2002
149,Travis Best,PG,Indiana Pacers,3250000,2002
150,Anthony Carter,PG,Miami Heat,3250000,2002
151,Marc Jackson,PF,Minnesota Timberwolves,3250000,2002
152,David Wesley,SG,Charlotte Hornets,3240000,2002
153,Dean Garrett,C,Minnesota Timberwolves,3240000,2002
154,Jon Barry,SG,Detroit Pistons,3175000,2002
155,Walter McCarty,PF,Boston Celtics,3125000,2002
156,Baron Davis,PG,Charlotte Hornets,3119000,2002
157,Vince Carter,G,Toronto Raptors,3073000,2002
158,Darius Miles,SF,LA Clippers,3054000,2002
159,Evan Eschmeyer,C,Dallas Mavericks,3038000,2002
160,Jaren Jackson,G,Orlando Magic,3020000,2002
161,Derek Fisher,PG,Los Angeles Lakers,3000000,2002
162,Eric Piatkowski,SG,LA Clippers,3000000,2002
163,Antonio Daniels,PG,San Antonio Spurs,3000000,2002
164,LaPhonso Ellis,F,Miami Heat,3000000,2002
165,Cedric E. Henderson,F,Golden State Warriors,3000000,2002
166,Kevin Willis,C,Houston Rockets,3000000,2002
167,Lawrence Funderburke,PF,Sacramento Kings,3000000,2002
168,Anthony Peeler,SG,Minnesota Timberwolves,2978000,2002
169,Pau Gasol,PF,Memphis Grizzlies,2970000,2002
170,Andrew DeClercq,C,Orlando Magic,2900000,2002
171,Lamar Odom,PF,LA Clippers,2812000,2002
172,Robert Traylor,PF,Charlotte Hornets,2793000,2002
173,Tyson Chandler,C,Chicago Bulls,2756000,2002
174,Marcus Fizer,F,Chicago Bulls,2754000,2002
175,Lindsey Hunter,SG,Los Angeles Lakers,2700000,2002
176,Chris Whitney,PG,Washington Wizards,2666000,2002
177,John Wallace,SF,Phoenix Suns,2630000,2002
178,Jason Williams,PG,Memphis Grizzlies,2554000,2002
179,Jonathan Bender,SF,Indiana Pacers,2546000,2002
180,Mikki Moore,C,Detroit Pistons,2531000,2002
181,Chris Gatling,C,Miami Heat,2504000,2002
182,Chris Crawford,SF,Atlanta Hawks,2500000,2002
183,Mike Miller,SG,Orlando Magic,2494000,2002
184,Eric Montross,C,Toronto Raptors,2480000,2002
185,Othella Harrington,PF,New York Knicks,2475000,2002
186,John Starks,G,Utah Jazz,2475000,2002
187,Randy Brown,G,Boston Celtics,2475000,2002
188,Bimbo Coles,PG,Cleveland Cavaliers,2475000,2002
189,Aaron Williams,C,New Jersey Nets,2475000,2002
190,Tony Delk,PG,Phoenix Suns,2475000,2002
191,Chauncey Billups,PG,Minnesota Timberwolves,2475000,2002
192,Bobby Jackson,PG,Sacramento Kings,2475000,2002
193,Horace Grant,C,Orlando Magic,2419000,2002
194,Steve Kerr,G,Portland Trail Blazers,2406000,2002
195,Rodney Rogers,SF,Phoenix Suns,2400000,2002
196,Sean Rooks,C,LA Clippers,2400000,2002
197,Terry Porter,G,San Antonio Spurs,2400000,2002
198,Calbert Cheaney,SG,Denver Nuggets,2400000,2002
199,Michael Curry,SF,Detroit Pistons,2400000,2002
200,George McCloud,F,Denver Nuggets,2400000,2002
201,Stacey Augmon,SF,Charlotte Hornets,2400000,2002
202,Lucious Harris,SG,New Jersey Nets,2400000,2002
203,George Lynch,SF,Charlotte Hornets,2400000,2002
204,Grant Long,F,Memphis Grizzlies,2400000,2002
205,Hubert Davis,SG,Washington Wizards,2368000,2002
206,Larry Hughes,SG,Golden State Warriors,2343000,2002
207,Wally Szczerbiak,SG,Minnesota Timberwolves,2313000,2002
208,Malik Rose,PF,San Antonio Spurs,2285000,2002
209,Vinny Del Negro,G,Phoenix Suns,2275000,2002
210,DerMarr Johnson,SF,Atlanta Hawks,2265000,2002
211,Eddy Curry,NA,Chicago Bulls,2232000,2002
212,Shane Battier,SF,Memphis Grizzlies,2203000,2002
213,John Amaechi,PF,Utah Jazz,2175000,2002
214,Dirk Nowitzki,F,Dallas Mavericks,2157000,2002
215,Patrick Ewing,C,Orlando Magic,2118000,2002
216,Richard Hamilton,SG,Washington Wizards,2111000,2002
217,Dell Curry,G,Toronto Raptors,2100000,2002
218,Chris Mihm,C,Cleveland Cavaliers,2067000,2002
219,Paul Pierce,SF,Boston Celtics,2051000,2002
220,Bonzi Wells,SG,Portland Trail Blazers,2028000,2002
221,Jason Richardson,SG,Golden State Warriors,2021000,2002
222,Eddie Griffin,PF,Houston Rockets,2011000,2002
223,Michael Doleac,C,Cleveland Cavaliers,2000000,2002
224,Bryant Stith,G,Cleveland Cavaliers,2000000,2002
225,Keon Clark,PF,Toronto Raptors,1971000,2002
226,Michael Dickerson,G,Memphis Grizzlies,1940000,2002
227,Andre Miller,PG,Cleveland Cavaliers,1934000,2002
228,Greg Foster,C,Milwaukee Bucks,1924000,2002
229,Matt Harpring,SF,Philadelphia 76ers,1908000,2002
230,Jamal Crawford,SG,Chicago Bulls,1894000,2002
231,DeSagana Diop,C,Cleveland Cavaliers,1842000,2002
232,Shawn Marion,SG,Phoenix Suns,1778000,2002
233,Darvin Ham,SF,Milwaukee Bucks,1760000,2002
234,Shammond Williams,PG,Seattle SuperSonics,1750000,2002
235,Joel Przybilla,C,Milwaukee Bucks,1741000,2002
236,Rasho Nesterovic,C,Minnesota Timberwolves,1725000,2002
237,Tyronn Lue,PG,Washington Wizards,1714000,2002
238,Rodney White,SF,Detroit Pistons,1694000,2002
239,Jason Terry,G,Atlanta Hawks,1689000,2002
240,Keyon Dooling,PG,LA Clippers,1654000,2002
241,Joe Johnson,G,Phoenix Suns,1608000,2002
242,Trajan Langdon,SG,Cleveland Cavaliers,1604000,2002
243,Johnny Newman,F,Dallas Mavericks,1575000,2002
244,Jerome Moiso,C,Charlotte Hornets,1571000,2002
245,Pat Garrity,PF,Orlando Magic,1569000,2002
246,Kedrick Brown,SG,Boston Celtics,1528000,2002
247,Roshown McLeod,F,Boston Celtics,1509000,2002
248,Tony Massenburg,PF,Memphis Grizzlies,1500000,2002
249,Danny Manning,F,Dallas Mavericks,1500000,2002
250,Dana Barros,PG,Detroit Pistons,1500000,2002
251,Ricky Davis,SG,Cleveland Cavaliers,1496000,2002
252,Etan Thomas,C,Washington Wizards,1493000,2002
253,Brian Skinner,PF,Cleveland Cavaliers,1483000,2002
254,Corie Blount,PF,Philadelphia 76ers,1452000,2002
255,Vladimir Radmanovic,SF,Seattle SuperSonics,1452000,2002
256,Corey Maggette,SF,LA Clippers,1448000,2002
257,Al Harrington,PF,Indiana Pacers,1436000,2002
258,Courtney Alexander,SG,Washington Wizards,1418000,2002
259,Samaki Walker,PF,Los Angeles Lakers,1400000,2002
260,Richard Jefferson,F,New Jersey Nets,1379000,2002
261,Will Avery,G,Minnesota Timberwolves,1375000,2002
262,Mateen Cleaves,PG,Sacramento Kings,1347000,2002
263,Troy Murphy,PF,Golden State Warriors,1310000,2002
264,Eldridge Recasner,G,LA Clippers,1300000,2002
265,Bryce Drew,PG,Charlotte Hornets,1300000,2002
266,Matt Bullard,F,Charlotte Hornets,1300000,2002
267,Popeye Jones,PF,Washington Wizards,1300000,2002
268,Jason Collier,C,Houston Rockets,1280000,2002
269,Metta World Peace,SF,Indiana Pacers,1241000,2002
270,Hedo Turkoglu,SF,Sacramento Kings,1216000,2002
271,Greg Buckner,SG,Dallas Mavericks,1210000,2002
272,Kirk Haston,F,Charlotte Hornets,1182000,2002
273,Cal Bowdler,F,Atlanta Hawks,1179000,2002
274,Desmond Mason,SF,Seattle SuperSonics,1155000,2002
275,Michael Bradley,PF,Toronto Raptors,1124000,2002
276,James Posey,SF,Denver Nuggets,1120000,2002
277,Quentin Richardson,SF,LA Clippers,1097000,2002
278,Quincy Lewis,SG,Utah Jazz,1070000,2002
279,Jason Collins,C,New Jersey Nets,1067000,2002
280,Jamaal Magloire,C,Charlotte Hornets,1048000,2002
281,Steven Hunter,C,Orlando Magic,1037000,2002
282,Dion Glover,SG,Atlanta Hawks,1027000,2002
283,Zach Randolph,F,Portland Trail Blazers,1019000,2002
284,Speedy Claxton,PG,Philadelphia 76ers,1006000,2002
285,Michael Jordan,G,Washington Wizards,1000000,2002
286,Danny Ferry,F,San Antonio Spurs,1000000,2002
287,Fred Hoiberg,SG,Chicago Bulls,1000000,2002
288,Don Reid,F,Orlando Magic,1000000,2002
289,John Crotty,G,Utah Jazz,1000000,2002
290,Mark Bryant,F,San Antonio Spurs,1000000,2002
291,Jeff Foster,PF,Indiana Pacers,986000,2002
292,Morris Peterson,SG,Toronto Raptors,966000,2002
293,Kenny Thomas,PF,Houston Rockets,946000,2002
294,Joseph Forte,G,Boston Celtics,939000,2002
295,Donnell Harvey,PF,Denver Nuggets,927000,2002
296,Jeryl Sasser,G,Orlando Magic,902000,2002
297,DeShawn Stevenson,SG,Utah Jazz,890000,2002
298,Brandon Armstrong,SG,New Jersey Nets,865000,2002
299,Dalibor Bagaric,C,Chicago Bulls,854000,2002
300,Tim James,F,Philadelphia 76ers,837000,2002
301,Devean George,SF,Los Angeles Lakers,834000,2002
302,Andrei Kirilenko,SF,Utah Jazz,831000,2002
303,Jake Tsakalidis,C,Phoenix Suns,820000,2002
304,Brendan Haywood,C,Washington Wizards,815000,2002
305,Vonteego Cummings,PG,Philadelphia 76ers,810000,2002
306,Mamadou N'diaye,C,Toronto Raptors,793000,2002
307,Jumaine Jones,SF,Cleveland Cavaliers,786000,2002
308,Scott Padgett,PF,Utah Jazz,781000,2002
309,Samuel Dalembert,C,Philadelphia 76ers,771000,2002
310,Erick Barkley,G,Portland Trail Blazers,765000,2002
311,Mark Madsen,PF,Los Angeles Lakers,760000,2002
312,Jamaal Tinsley,PG,Indiana Pacers,749000,2002
313,Primoz Brezec,C,Indiana Pacers,749000,2002
314,Tony Parker,G,San Antonio Spurs,744000,2002
315,Bruce Bowen,SF,San Antonio Spurs,715000,2002
316,Cherokee Parks,PF,San Antonio Spurs,715000,2002
317,Emanual Davis,G,Atlanta Hawks,715000,2002
318,Milt Palacio,PG,Phoenix Suns,690000,2002
319,Gerald Wallace,SF,Sacramento Kings,664000,2002
320,Earl Boykins,PG,LA Clippers,650000,2002
321,Adrian Griffin,SG,Dallas Mavericks,648000,2002
322,Ryan Bowen,SF,Denver Nuggets,630000,2002
323,Rafer Alston,PG,Milwaukee Bucks,625000,2002
324,Harold Jamison,F,LA Clippers,600000,2002
325,Mitchell Butler,SG,Portland Trail Blazers,591000,2002
326,Kevin Ollie,PG,Indiana Pacers,591000,2002
327,Chris Dudley,C,Portland Trail Blazers,591000,2002
328,Rick Brunson,PG,Portland Trail Blazers,591000,2002
329,Brian Shaw,G,Los Angeles Lakers,591000,2002
330,Felton Spencer,C,New York Knicks,591000,2002
331,Larry Robinson,G,New York Knicks,591000,2002
332,Gary Trent,PF,Minnesota Timberwolves,591000,2002
333,Sam Mitchell,F,Minnesota Timberwolves,591000,2002
334,Erick Strickland,PG,Boston Celtics,591000,2002
335,Carlos Rogers,F,Indiana Pacers,591000,2002
336,Rod Strickland,PG,Miami Heat,591000,2002
337,Troy Hudson,PG,Orlando Magic,591000,2002
338,Victor Alexander,F,Detroit Pistons,591000,2002
339,Monty Williams,SF,Orlando Magic,591000,2002
340,Shawnelle Scott,C,Denver Nuggets,591000,2002
341,Mark Pope,C,Milwaukee Bucks,591000,2002
342,Antonio Harvey,F,Seattle SuperSonics,591000,2002
343,Jeff McInnis,PG,LA Clippers,590000,2002
344,Darrick Martin,PG,Dallas Mavericks,590000,2002
345,Jacque Vaughn,PG,Atlanta Hawks,590000,2002
346,Kendall Gill,SF,Miami Heat,590000,2002
347,Mitch Richmond,G,Los Angeles Lakers,590000,2002
348,Dan Majerle,G,Phoenix Suns,590000,2002
349,Sean Marks,PF,Miami Heat,566000,2002
350,Vladimir Stepania,C,Miami Heat,566000,2002
351,Damon Jones,PG,Detroit Pistons,566000,2002
352,Bruno Sundov,C,Indiana Pacers,565000,2002
353,Felipe Lopez,G,Minnesota Timberwolves,565000,2002
354,Todd MacCulloch,C,New Jersey Nets,550000,2002
355,Amal McCaskill,C,San Antonio Spurs,541000,2002
356,Derrick Dial,SG,Toronto Raptors,541000,2002
357,Charles Smith,SG,San Antonio Spurs,541000,2002
358,Jelani McCoy,PF,Los Angeles Lakers,541000,2002
359,Obinna Ekezie,C,LA Clippers,541000,2002
360,Michael Ruffin,PF,Philadelphia 76ers,540000,2002
361,Rodney Buford,SF,Memphis Grizzlies,540000,2002
362,Mark Blount,C,Boston Celtics,540000,2002
363,Mark Strickland,F,Atlanta Hawks,539000,2002
364,Terence Morris,F,Houston Rockets,490000,2002
365,Jim Jackson,SF,Miami Heat,480000,2002
366,Predrag Drobnjak,C,Seattle SuperSonics,479000,2002
367,Art Long,F,Seattle SuperSonics,466000,2002
368,Lee Nailon,SF,Charlotte Hornets,466000,2002
369,Zendon Hamilton,C,Denver Nuggets,466000,2002
370,Lavor Postell,G,New York Knicks,466000,2002
371,Jerome James,C,Seattle SuperSonics,466000,2002
